,secID,ticker,tradeDate,AccountsPayablesTDays,AccountsPayablesTRate,AdminiExpenseRate,ARTDays,ARTRate,ASSI,BLEV,BondsPayableToAsset,CashRateOfSales,CashToCurrentLiability,CMRA,CTOP,CTP5,CurrentAssetsRatio,CurrentAssetsTRate,CurrentRatio,DAVOL10,DAVOL20,DAVOL5,DDNBT,DDNCR,DDNSR,DebtEquityRatio,DebtsAssetRatio,DHILO,DilutedEPS,DVRAT,EBITToTOR,EGRO,EMA10,EMA120,EMA20,EMA5,EMA60,EPS,EquityFixedAssetRatio,EquityToAsset,EquityTRate,ETOP,ETP5,FinancialExpenseRate,FinancingCashGrowRate,FixAssetRatio,FixedAssetsTRate,GrossIncomeRatio,HBETA,HSIGMA,IntangibleAssetRatio,InventoryTDays,InventoryTRate,InvestCashGrowRate,LCAP,LFLO,LongDebtToAsset,LongDebtToWorkingCapital,LongTermDebtToAsset,MA10,MA120,MA20,MA5,MA60,MAWVAD,MFI,MLEV,NetAssetGrowRate,NetProfitGrowRate,NetProfitRatio,NOCFToOperatingNI,NonCurrentAssetsRatio,NPParentCompanyGrowRate,NPToTOR,OperatingExpenseRate,OperatingProfitGrowRate,OperatingProfitRatio,OperatingProfitToTOR,OperatingRevenueGrowRate,OperCashGrowRate,OperCashInToCurrentLiability,PB,PCF,PE,PS,PSY,QuickRatio,REVS10,REVS20,REVS5,ROA,ROA5,ROE,ROE5,RSI,RSTR12,RSTR24,SalesCostRatio,SaleServiceCashToOR,SUE,TaxRatio,TOBT,TotalAssetGrowRate,TotalAssetsTRate,TotalProfitCostRatio,TotalProfitGrowRate,VOL10,VOL120,VOL20,VOL240,VOL5,VOL60,WVAD,REC,DAREC,GREC,FY12P,DAREV,GREV,SFY12P,DASREV,GSREV,FEARNG,FSALESG,TA2EV,CFO2EV,ACCA,DEGM,SUOI,EARNMOM,FiftyTwoWeekHigh,Volatility,Skewness,ILLIQUIDITY,BackwardADJ,MACD,ADTM,ATR14,ATR6,BIAS10,BIAS20,BIAS5,BIAS60,BollDown,BollUp,CCI10,CCI20,CCI5,CCI88,KDJ_K,KDJ_D,KDJ_J,ROC6,ROC20,SBM,STM,UpRVI,DownRVI,RVI,SRMI,ChandeSD,ChandeSU,CMO,DBCD,ARC,OBV,OBV6,OBV20,TVMA20,TVMA6,TVSTD20,TVSTD6,VDEA,VDIFF,VEMA10,VEMA12,VEMA26,VEMA5,VMACD,VOSC,VR,VROC12,VROC6,VSTD10,VSTD20,KlingerOscillator,MoneyFlow20,AD,AD20,AD6,CoppockCurve,ASI,ChaikinOscillator,ChaikinVolatility,EMV14,EMV6,plusDI,minusDI,ADX,ADXR,Aroon,AroonDown,AroonUp,DEA,DIFF,DDI,DIZ,DIF,MTM,MTMMA,PVT,PVT6,PVT12,TRIX5,TRIX10,UOS,MA10RegressCoeff12,MA10RegressCoeff6,PLRC6,PLRC12,SwingIndex,Ulcer10,Ulcer5,Hurst,ACD6,ACD20,EMA12,EMA26,APBMA,BBI,BBIC,TEMA10,TEMA5,MA10Close,AR,BR,ARBR,CR20,MassIndex,BearPower,BullPower,Elder,NVI,PVI,RC12,RC24,JDQS20
501,000001.XSHE,1,2015/7/17,,,,,,28.466,,0.0338,-0.2986,,0.8977,0.0101,0.0095,,,,0.0091,0.0042,-0.0007,0.9998,0.7374,1.3558,15.8596,0.9407,0.0408,0.41,-0.0265,,0.2451,13.963,14.047,14.2779,13.8375,14.7358,1.5736,36.977,0.0593,0.6053,0.103,0.1267,,1.7544,0.0016,21.4505,0.346,1.0432,0.0177,0.0055,,,-1.2121,26.0102,25.8178,0,,,14.0151,14.0912,14.1166,13.8621,15.4383,-701.2752,51.879,,0.1654,0.2205,0.2613,-0.8629,,0.2205,0.2613,,0.2292,0.346,0.346,0.3564,-1.1691,,1.4465,-8.4939,9.7044,2.5359,0.5,,1.0574,0.8986,0.93,0.0095,0.0107,0.1644,0.2006,49.2993,0.5542,0.673,0.654,0,2.1434,0.0743,1.3674,0.099,0.0356,0.5281,0.2232,0.0277,0.0186,0.0228,0.0168,0.0179,0.0205,-626.2198,1.9117,0.0901,-4,0.1155,-0.0121,-58,0.4429,0.0262,60,0.1536,0.1932,-248.0361,2.5055,-0.0189,-0.0358,2.1771,8,0.6149,0.4351,0.0708,0.0107,100.2668,0.0394,-0.5032,0.9354,0.9019,-1.3912,-2.1002,-0.3024,-10.4816,12.9033,15.3299,-31.0096,-47.3252,-30.7287,-64.7934,52.7022,53.8458,50.415,-3.0834,-10.1446,9.5401,4.7399,0.3028,0.3039,49.9093,0.0543,6.5213,4.961,-13.5887,0.3314,1.1261,24053461450,24042611067,23924156284,3793.9253,3608.7467,1632.7965,1930.67,20197809.2,-1903921.411,257663461.6,263517554.8,265421476.2,213991678.9,-44203461.22,19.8652,0.8363,-8.4324,-61.3145,140092084.2,117208365.3,-13.2716,75561295337,6630.4512,6367.9584,6619.3709,-5.9252,-0.6873,81.8144,-15.8501,0.0069,0.0322,14.1987,22.1097,30.6778,34.8925,-56,60,4,-0.451,-0.4313,-0.0714,0.4643,0.5357,0.75,-0.2029,1218.7635,1222.9962,1213.867,-0.0029,-0.0047,62.1576,-0.0304,-0.0042,-0.2288,0.0136,3.133,6.777,6.5863,0.6173,0.3216,0.2399,14.0202,14.4515,0.3093,13.9962,1.0127,13.7876,13.6932,1.0141,58.3242,56.6824,1.6418,70.4386,26.7214,-0.5209,-0.1114,0.0296,3.4973,9628.1148,0.9929,0.8371,0
502,000001.XSHE,1,2015/7/20,,,,,,28.466,,0.0338,-0.2986,,0.9315,0.0102,0.0095,,,,0.0075,0.0042,-0.0039,0.9998,0.7374,1.3558,15.8596,0.9407,0.0399,0.41,-0.0191,,0.2451,13.897,14.0396,14.2133,13.7585,14.6986,1.5736,36.977,0.0593,0.6053,0.1047,0.1267,,1.7544,0.0016,21.4505,0.346,1.0433,0.0178,0.0055,,,-1.2121,25.9942,25.8018,0,,,13.9871,14.1052,14.0651,13.6943,15.3873,-709.0336,47.0878,,0.1654,0.2205,0.2613,-0.8629,,0.2205,0.2613,,0.2292,0.346,0.346,0.3564,-1.1691,,1.4235,-8.3587,9.5499,2.4955,0.5,,0.9798,0.9296,0.9419,0.0095,0.0107,0.1644,0.2006,48.9519,0.5403,0.7124,0.654,0,2.1434,0.0743,1.3697,0.099,0.0356,0.5281,0.2232,0.026,0.0185,0.0227,0.0168,0.0146,0.0203,-535.4249,1.9057,0.0765,-2,0.1174,-0.0082,-58,0.4496,0.024,60,0.1536,0.1919,-185.2712,1.8715,-0.0189,-0.0358,2.1771,8,0.5905,0.4411,0.2839,0.0103,100.2668,0.0292,-0.446,0.8893,0.7999,-2.7654,-3.3048,-0.6862,-11.6137,12.8562,15.274,-50.393,-60.0539,-45.4051,-72.4483,48.9131,51.7005,43.3382,-8.4792,-7.041,8.8102,4.8806,0.2624,0.3354,43.8943,-0.0202,5.9911,4.961,-9.4055,0.8988,1.1207,23917593142,23946545161,23917391271,3769.2527,2768.8692,1659.3432,1158.7159,13769100.14,-11945736.1,235518888.2,243879209.2,255824945.3,187950555.3,-51429672.47,18.9399,0.8578,-31.4775,-70.7872,152407930.6,118340435.6,-13.8562,75091735738,6565.3608,6393.0361,6595.2601,-4.7437,-13.7464,55.9012,-26.5266,-0.0107,-0.046,12.9434,20.1551,29.4914,34.478,-52,56,4,-0.4474,-0.4328,-0.144,0.428,0.572,-0.2801,-0.1559,1216.6022,1219.3185,1215.3457,-0.0034,-0.0046,52.8887,-0.0149,-0.008,-0.1236,-0.0059,-2.1674,6.8113,6.5218,0.645,-1.1482,0.7801,13.9556,14.3884,0.2962,13.9181,1.0234,13.6916,13.5994,1.0284,57.9465,56.245,1.7015,74.2358,26.5515,-0.4566,-0.1865,0.0199,3.4417,9628.1148,0.9891,0.8543,0
503,000001.XSHE,1,2015/7/21,,,,,,28.466,,0.0338,-0.2986,,0.8936,0.0102,0.0095,,,,0.0044,0.0039,-0.0063,0.9998,0.7374,1.3558,15.8596,0.9407,0.0392,0.41,-0.0176,,0.2451,13.8376,14.0318,14.1521,13.6957,14.6616,1.5736,36.977,0.0593,0.6053,0.1049,0.1267,,1.7544,0.0016,21.4505,0.346,1.0397,0.0177,0.0055,,,-1.2121,25.992,25.7996,0,,,13.8791,14.1199,13.9961,13.6342,15.3445,-641.3279,47.986,,0.1654,0.2205,0.2613,-0.8629,,0.2205,0.2613,,0.2292,0.346,0.346,0.3564,-1.1691,,1.4204,-8.3402,9.5288,2.49,0.5,,0.9263,0.9077,0.9784,0.0095,0.0107,0.1644,0.2006,53.8566,0.537,0.7102,0.654,0,2.1434,0.0743,1.3716,0.099,0.0356,0.5281,0.2232,0.0229,0.0185,0.0224,0.0167,0.0122,0.0201,-457.5815,1.9057,0.0675,0,0.1176,-0.0076,-60,0.4506,0.0156,60,0.1536,0.1919,-179.0914,1.809,-0.0189,-0.0358,2.1771,8,0.5872,0.46,0.4802,0.0102,100.2668,0.0254,-0.4703,0.8444,0.7099,-2.2258,-3.0437,-0.4696,-11.5634,12.8436,15.1486,-63.9437,-72.5852,-118.8851,-79.6023,47.3748,50.1899,41.7447,-6.0205,-9.2269,9.1004,4.8203,0.2274,0.3572,38.8984,-0.0737,6.0213,4.6419,-12.9361,1.434,1.1152,23804428790,23886088464,23895940599,3713.5511,2234.1605,1716.8354,729.3045,6717627.559,-21488262.77,213272608.9,223769231.1,245257493.9,163021820.8,-56411780.65,16.5774,0.8762,-56.4327,-65.3741,150154044.7,121872831.8,-14.7331,73973064395,6617.2961,6412.1054,6589.1352,-4.3537,-20.8718,56.7433,-39.9508,-0.02,-0.0527,11.815,20.7572,29.219,34.3446,-44,52,8,-0.4442,-0.4315,-0.1192,0.4404,0.5596,-1.0804,-0.234,1216.3513,1217.1415,1217.8735,-0.0038,-0.0045,49.1825,-0.0107,-0.0108,-0.0349,-0.0565,-2.4238,7.2777,5.8577,0.6151,-0.7676,-0.1294,13.8963,14.3278,0.2583,13.8682,1.022,13.6187,13.5483,1.0228,57.9681,55.3597,2.6084,76.1792,26.2897,-0.5466,-0.2865,0.0192,3.4341,9628.1148,1.0383,0.8676,0
504,000001.XSHE,1,2015/7/22,,,,,,28.466,,0.0338,-0.2986,,0.9499,0.0103,0.0095,,,,0.0012,0.0039,-0.0071,0.9993,0.7382,1.3537,15.8596,0.9407,0.0363,0.41,-0.0185,,0.2451,13.7798,14.0234,14.0919,13.6371,14.6242,1.5736,36.977,0.0593,0.6053,0.1053,0.1267,,1.7544,0.0016,21.4505,0.346,1.0402,0.0177,0.0055,,,-1.2121,25.9883,25.7959,0,,,13.9121,14.1334,13.9161,13.6222,15.2962,-575.061,49.0573,,0.1654,0.2205,0.2613,-0.8629,,0.2205,0.2613,,0.2292,0.346,0.346,0.3564,-1.1691,,1.4151,-8.3095,9.4937,2.4809,0.4167,,1.0251,0.8942,0.9956,0.0095,0.0107,0.1644,0.2006,46.8496,0.5386,0.7471,0.654,0,2.1434,0.0743,1.3705,0.099,0.0356,0.5281,0.2232,0.0196,0.0184,0.0223,0.0167,0.0113,0.02,-401.2929,1.9045,0.0696,2,0.1181,-0.0068,-60,0.4525,0.0169,60,0.154,0.1924,-169.6596,1.7138,-0.0189,-0.0358,2.1771,8,0.5816,0.4721,0.5343,0.0102,100.2668,0.0234,-0.4382,0.8005,0.6299,-2.8192,-2.8472,-0.7508,-11.6123,12.8755,14.9567,-78.0026,-79.7773,-106.3658,-83.9283,26.5423,39.6389,0.349,-2.5269,-10.5849,8.5803,4.8203,0.1971,0.3706,34.719,0.0244,6.0715,4.471,-15.1814,1.0615,1.1098,23690619728,23849667416,23861139494,3675.4721,1887.5277,1758.0147,330.7642,-359556.1498,-28668290.98,195188327.7,206852282,235520573,146617567.9,-56617469.67,12.3769,0.7938,-66.3439,-55.8919,133283949.2,124069745.4,-15.7712,73210239286,6708.2002,6428.4172,6605.5455,-4.8346,-9.8513,80.8533,-45.0024,-0.0101,-0.0233,10.8004,19.6457,29.1956,34.8078,-44,48,4,-0.4413,-0.4296,-0.0518,0.4741,0.5259,0.3304,-0.0079,1215.9299,1216.5892,1218.6192,-0.004,-0.0044,51.6461,-0.0064,-0.0122,-0.0175,-0.0757,0.3554,6.9516,4.5183,0.6108,-0.2487,-0.6005,13.8384,14.268,0.1544,13.7981,1.0206,13.5529,13.502,1.029,59.7717,56.1412,3.6305,70.9965,25.9885,-0.5286,-0.3289,0.0148,3.4341,9592.4617,0.974,0.8595,0
505,000001.XSHE,1,2015/7/23,,,,,,28.466,,0.0338,-0.2986,,0.9742,0.0102,0.0095,,,,-0.0013,0.0035,-0.007,0.9993,0.7382,1.3537,15.8596,0.9407,0.0355,0.41,-0.0067,,0.2451,13.7598,14.0175,14.0516,13.6479,14.5929,1.5736,36.977,0.0593,0.6053,0.1042,0.1267,,1.7544,0.0016,21.4505,0.346,1.031,0.0176,0.0055,,,-1.2121,25.9993,25.8069,0,,,13.8531,14.1486,13.856,13.636,15.2457,-488.8527,54.2306,,0.1654,0.2205,0.2613,-0.8629,,0.2205,0.2613,,0.2292,0.346,0.346,0.3564,-1.1691,,1.4308,-8.4017,9.599,2.5084,0.4167,,0.9586,0.9192,1.0051,0.0095,0.0107,0.1644,0.2006,40.3841,0.5309,0.7592,0.654,0,2.1434,0.0743,1.3605,0.099,0.0356,0.5281,0.2232,0.0172,0.0185,0.022,0.0167,0.0115,0.0195,-238.3035,1.9087,0.0728,4,0.117,-0.005,-60,0.448,0.0182,60,0.156,0.1939,-201.4946,2.0353,-0.0189,-0.0358,2.1771,8,0.5983,0.4854,0.652,0.0103,100.2668,0.0482,-0.3883,0.7676,0.5817,-1.3258,-1.3473,0.2451,-10.3389,12.9133,14.7988,-47.203,-47.2813,5.4975,-77.5634,27.5141,36.5113,9.5196,0.6568,-8.0764,7.8806,4.8203,0.2302,0.3212,41.7483,-0.0414,5.8215,4.6205,-11.5016,1.1379,1.1048,23838989342,23865081690,23844152695,3617.5852,1853.5841,1793.8904,297.9415,-6529644.507,-31209997.93,186675834.3,197854948.5,229064946.4,147201583.3,-49360706.85,3.0627,0.8818,-69.1431,-8.7755,114275499.1,126153852.4,-15.2711,72092664500,6786.4912,6456.3993,6644.6897,-2.4501,0.959,108.277,-58.487,0.0072,-0.0028,13.4054,17.756,27.1634,34.8505,-40,44,4,-0.4353,-0.4112,-0.1018,0.4491,0.5509,-0.5904,-0.0059,1217.5705,1216.8774,1217.2786,-0.0036,-0.0043,57.0838,-0.0041,-0.0243,-0.0167,-0.0515,2.5095,7.3509,2.5048,0.5824,0.3907,0.4196,13.8124,14.2236,0.0671,13.7693,1.0073,13.5823,13.5973,1.0134,61.0491,57.8934,3.1557,68.8014,25.7232,-0.431,-0.0906,0.0249,3.4341,9698.5296,0.933,0.8888,0
506,000001.XSHE,1,2015/7/24,,,,,,28.466,,0.0338,-0.2986,,0.9012,0.0104,0.0095,,,,-0.004,0.0031,-0.0075,0.9996,0.7383,1.3539,15.8596,0.9407,0.0355,0.41,-0.003,,0.2451,13.6908,14.007,13.9877,13.5588,14.5531,1.5736,36.977,0.0593,0.6053,0.1064,0.1267,,1.7544,0.0016,21.4505,0.346,1.0314,0.0176,0.0055,,,-1.2121,25.9779,25.7855,0,,,13.7051,14.1637,13.8366,13.5481,15.1912,-415.6361,47.9605,,0.1654,0.2205,0.2613,-0.8629,,0.2205,0.2613,,0.2292,0.346,0.346,0.3564,-1.1691,,1.4005,-8.2234,9.3954,2.4552,0.4167,,0.9004,0.9717,0.9682,0.0095,0.0107,0.1644,0.2006,52.4297,0.5064,0.682,0.654,0,2.1434,0.0743,1.3613,0.099,0.0356,0.5281,0.2232,0.0144,0.0184,0.0215,0.0167,0.0109,0.0194,-234.994,1.9106,0.0741,6,0.1192,-0.0082,-60,0.4551,0.0122,60,0.1524,0.1869,-147.8566,1.4935,-0.0189,-0.0358,2.1771,8,0.5661,0.5094,0.685,0.0098,100.2668,0.0322,-0.3069,0.7399,0.548,-2.3686,-3.2967,-1.2372,-11.9192,12.8705,14.8026,-79.511,-74.3451,-76.8262,-86.4694,16.7841,28.7841,-7.216,-1.6165,-2.8282,7.2713,5.0401,0.1995,0.3175,38.588,-0.0996,5.01,4.6205,-4.0444,1.0003,1.0995,23705058345,23835025133,23833245954,3527.1741,1842.157,1838.5668,297.8462,-12023214.16,-33997492.79,177085863.9,188020494.4,222017987.2,142778054.5,-43948557.26,-9.9091,0.8882,-73.1961,-3.5732,68869773.99,129264983.8,-15.5053,70310314083,6695.1343,6486.2478,6667.1556,-3.7224,-1.6588,80.5843,-63.1416,-0.0031,-0.0024,12.0539,17.572,26.0245,34.134,-28,40,12,-0.4313,-0.4152,-0.1796,0.4102,0.5898,-1.4799,-0.2629,1214.7395,1216.6595,1219.8545,-0.0037,-0.0042,56.177,-0.0144,-0.0548,-0.0583,-0.0981,-3.0655,7.7081,1.8677,0.5627,-0.1093,1.2801,13.746,14.1612,0.0923,13.7353,1.0265,13.4767,13.4427,1.0243,60.8556,55.8375,5.0181,79.6867,25.4345,-0.4545,-0.0751,0.0284,3.3615,9698.5296,1.0145,0.9146,0
507,000001.XSHE,1,2015/7/27,,,,,,28.466,,0.0338,-0.2986,,0.914,0.0112,0.0095,,,,-0.0054,0.0026,-0.0069,0.9668,0.7518,1.2859,15.8596,0.9407,0.0363,0.41,-0.0117,,0.2451,13.4633,13.9811,13.8403,13.1857,14.4838,1.5736,36.977,0.0593,0.6053,0.1145,0.1267,,1.7544,0.0016,21.4505,0.346,1.0172,0.0177,0.0055,,,-1.2121,25.905,25.7126,0,,,13.5051,14.1706,13.7805,13.3159,15.1202,-380.1153,37.7188,,0.1654,0.2205,0.2613,-0.8629,,0.2205,0.2613,,0.2292,0.346,0.346,0.3564,-1.1691,,1.3021,-7.6457,8.7353,2.2827,0.3333,,0.8615,0.9174,0.9146,0.0095,0.0107,0.1644,0.2006,26.0496,0.3934,0.6243,0.654,0,2.1434,0.0743,1.3691,0.099,0.0356,0.5281,0.2232,0.0131,0.0185,0.0211,0.0167,0.0116,0.0192,-413.095,1.9675,0.1146,8,0.1285,-0.0058,-60,0.4918,0.0194,60,0.155,0.1925,-79.3708,0.8017,-0.0189,-0.0358,2.1771,8,0.4618,0.5221,-0.103,0.0108,100.2668,-0.092,-0.4481,0.7828,0.6801,-7.8901,-9.7315,-6.5813,-17.7288,12.6339,14.9272,-296.5651,-236.9732,-166.6667,-132.9822,21.4875,27.4722,9.5181,-9.99,-8.2639,8.481,4.6808,0.1729,0.3285,34.4834,-0.1385,5.7411,4.6205,-10.8149,0.721,1.0936,23526272427,23747160296,23826464633,3463.1306,1839.5655,1859.1778,293.0425,-16061735.6,-32215821.36,177394964.6,186599790.4,218815611.7,154780675.7,-32308171.51,-22.2641,0.785,-58.8464,6.3798,42122217.14,130324551.1,-16.4755,69038966600,6627.9361,6510.6859,6666.7365,-8.7195,-29.2028,40.5484,-48.6415,-0.0483,-0.1073,9.875,36.1988,30.1724,35.039,-92,100,8,-0.4427,-0.4887,-0.2592,0.3704,0.6296,-2,-0.5509,1202.1669,1213.8934,1218.4448,-0.0064,-0.0045,47.8489,-0.0337,-0.0855,-0.1778,-0.1335,-24.4109,8.322,4.3498,0.5907,-1.3404,0.9296,13.545,14.0337,0.2487,13.5236,1.0871,12.9856,12.7182,1.0857,59.0831,53.6403,5.4428,77.3559,25.3066,-1.5439,-0.2638,0.1029,3.3615,9016.5093,0.8723,0.8321,0
508,000001.XSHE,1,2015/7/28,,,,,,28.466,,0.0338,-0.2986,,0.9055,0.011,0.0095,,,,-0.0059,0.0024,-0.0054,0.9737,0.7531,1.2929,15.8596,0.9407,0.0392,0.41,-0.0095,,0.2451,13.3101,13.9586,13.7241,12.9973,14.4227,1.5736,36.977,0.0593,0.6053,0.1128,0.1267,,1.7544,0.0016,21.4505,0.346,1.0171,0.0177,0.0055,,,-1.2121,25.9194,25.727,0,,,13.3801,14.1801,13.6846,13.126,15.0552,-343.1674,41.5951,,0.1654,0.2205,0.2613,-0.8629,,0.2205,0.2613,,0.2292,0.346,0.346,0.3564,-1.1691,,1.3209,-7.7563,8.8617,2.3157,0.3333,,0.9099,0.868,0.93,0.0095,0.0107,0.1644,0.2006,16.8711,0.4019,0.6387,0.654,0,2.1434,0.0743,1.3692,0.099,0.0356,0.5281,0.2232,0.0126,0.0185,0.0209,0.0167,0.0131,0.0193,-313.7375,2,0.1374,10,0.1267,-0.0059,-60,0.4848,0.0165,60,0.155,0.1925,-87.0959,0.8798,-0.0189,-0.0358,2.1771,8,0.4818,0.5297,-0.0942,0.0101,100.2668,-0.1336,-0.5702,0.7704,0.6683,-5.6776,-7.7765,-3.8516,-16.1723,12.4854,14.8837,-175.6866,-221.8622,-89.821,-137.2868,26.6755,27.9284,24.1698,-7.2049,-13.202,9.5413,4.1004,0.2116,0.2847,42.6355,-0.0901,5.7411,3.8216,-20.0728,0.174,1.0884,23727392508,23715460190,23816998800,3409.9803,1949.1747,1871.029,401.6382,-18583618.57,-28671150.44,181708622.1,188833681.2,217504831.7,170227144.1,-20175063.74,-38.774,0.7996,-56.7576,48.0257,28236548.23,130764823.8,-18.0243,67948582180,6736.9971,6527.8365,6695.3425,-10.4887,-29.3355,55.1851,-46.1437,-0.0493,-0.1163,8.6965,31.8772,33.7673,35.8611,-92,96,4,-0.4595,-0.5263,-0.1948,0.4026,0.5974,-1.25,-0.6089,1205.0917,1211.975,1215.6467,-0.0084,-0.005,51.8729,-0.0503,-0.1104,-0.2365,-0.1219,-2.3001,8.5061,5.4812,0.5855,-0.6507,0.2399,13.4027,13.929,0.337,13.3227,1.0556,12.7483,12.5478,1.0602,65.2111,57.7754,7.4357,66.0754,25.1441,-1.2957,-0.6864,0.0483,3.3615,9147.632,0.8493,0.8347,0
509,000001.XSHE,1,2015/7/29,,,,,,28.466,,0.0338,-0.2986,,0.9363,0.011,0.0095,,,,-0.0064,0.002,-0.0057,0.9737,0.7531,1.2929,15.8596,0.9407,0.0392,0.41,-0.009,,0.2451,13.181,13.9361,13.6171,12.865,14.363,1.5736,36.977,0.0593,0.6053,0.113,0.1267,,1.7544,0.0016,21.4505,0.346,1.0094,0.0178,0.0055,,,-1.2121,25.9178,25.7254,0,,,13.2821,14.1891,13.6186,12.942,15.0009,-290.9412,34.0395,,0.1654,0.2205,0.2613,-0.8629,,0.2205,0.2613,,0.2292,0.346,0.346,0.3564,-1.1691,,1.3188,-7.7441,8.8477,2.3121,0.3333,,0.9278,0.9052,0.932,0.0095,0.0107,0.1644,0.2006,19.14,0.3469,0.6546,0.654,0,2.1434,0.0743,1.3759,0.099,0.0356,0.5281,0.2232,0.0121,0.0185,0.0205,,0.0128,0.0191,-144.2241,2,0.1374,12,0.1268,-0.0065,-60,0.4878,0.0212,60,0.1544,0.198,-86.1641,0.8704,-0.0189,-0.0358,2.1771,8,0.4796,0.5539,-0.016,0.0097,100.2668,-0.147,-0.4553,0.7325,0.5969,-5.133,-7.4774,-2.6399,-16.0023,12.3319,14.9053,-113.2969,-184.7714,-57.5527,-135.6621,27.381,27.6676,26.8078,-7.1468,-9.4765,8.2813,4.5112,0.1834,0.3156,36.7535,-0.0722,5.1406,3.8216,-14.7174,-0.7775,1.0828,23630224216,23686426095,23811851584,3339.0634,1896.1098,1928.1905,481.3536,-21638834.91,-33859700.26,166337653,174731313.7,208591013.9,145874193.4,-24441730.7,-53.9219,0.8274,-70.2685,-14.1352,32159882.04,134346818.7,-18.0696,66581635573,6817.8859,6554.3317,6728.7741,-12.7649,-24.1811,81.8933,-47.1849,-0.0362,-0.1085,7.9274,29.0563,36.8828,38.1578,-88,92,4,-0.4778,-0.5513,-0.5184,0.2408,0.7592,-0.9799,-0.673,1204.9369,1210.0726,1213.607,-0.0095,-0.0054,52.5832,-0.0626,-0.1363,-0.2482,-0.1146,2.7306,8.5278,6.4291,0.5897,-0.6005,0.8907,13.2793,13.8306,0.3849,13.1553,1.044,12.5948,12.4939,1.0541,64.4241,56.5852,7.8389,64.6832,24.9819,-0.945,-0.705,0.019,3.3561,9147.632,0.8726,0.8473,0
510,000001.XSHE,1,2015/7/30,,,,,,28.466,,0.0338,-0.2986,,0.9575,0.0113,0.0095,,,,-0.0069,0.0015,-0.0069,0.9735,0.7532,1.2924,15.8596,0.9407,0.0363,0.41,-0.0075,,0.2451,13.0135,13.9084,13.4878,12.6633,14.294,1.5736,36.977,0.0593,0.6053,0.1162,0.1267,,1.7544,0.0016,21.4505,0.346,1.0069,0.0178,0.0055,,,-1.2121,25.8905,25.6981,0,,,13.1481,14.1975,13.5441,12.6601,14.9432,-235.4198,18.2416,,0.1654,0.2205,0.2613,-0.8629,,0.2205,0.2613,,0.2292,0.346,0.346,0.3564,-1.1691,,1.2832,-7.5351,8.6089,2.2497,0.3333,,0.9014,0.8916,0.8969,0.0095,0.0107,0.1644,0.2006,20.7306,0.3159,0.6514,0.654,0,2.1434,0.0743,1.3765,0.099,0.0356,0.5281,0.2232,0.0116,0.0185,0.02,0.0167,0.0116,0.019,-68.1647,2,0.1374,14,0.131,-0.0012,-60,0.4932,0.0045,60,0.1607,0.1785,-72.9045,0.7364,-0.0189,-0.0358,2.1771,8,0.4418,0.5883,-0.0709,0.0102,100.2668,-0.1822,-0.3466,0.7095,0.5659,-6.7552,-9.4813,-3.1612,-17.9564,12.1238,14.9644,-99.9318,-173.2149,-69.4974,-143.957,18.6385,23.3982,9.1191,-9.3198,-10.836,6.9509,4.5414,0.1589,0.3526,31.0655,-0.0986,5.3115,3.8216,-16.3132,-0.622,1.0767,23553196322,23663522194,23812767104,3249.0634,1801.7021,1997.2964,606.9649,-25140183.79,-39145579.3,150099515,159700018.3,198845597.6,122925426.9,-28010791.03,-68.509,0.8767,-70.1469,-32.3183,38370741.99,139105764.4,-18.1932,64796016675,6752.1649,6579.5773,6736.1016,-16.1094,-32.3632,64.4634,-42.6943,-0.0713,-0.1123,7.0931,28.8315,40.0337,38.0045,-56,100,44,-0.5006,-0.5917,-0.714,0.143,0.857,-1.3404,-0.7921,1202.8557,1207.8935,1212.2413,-0.0107,-0.006,46.7568,-0.0777,-0.1405,-0.2631,-0.1334,-7.8267,8.8476,7.4245,0.5469,-0.9309,1.0703,13.1225,13.7142,0.4583,13.0385,1.0635,12.3539,12.2618,1.0724,63.3072,55.194,8.1132,66.1192,24.7532,-0.9435,-0.5327,0.0335,3.2654,9147.632,0.8839,0.8903,0
